repo,file_path,duration_days,event,init_cc,cc_lm,cc_slope,loc_lm,loc_delta,mi_lm,n_authors,lm_days,nesting_lm,comment_ratio_lm,docstring_ratio_lm,max_params_lm,n_except_lm,fan_in_lm,fan_out_lm
click,click/_winconsole.py,1571,0,8.0,8.0,0.0,250,1,41.44080984070133,1,1,4.0,0.05263157894736842,0.0,3.0,1.0,2,4
click,click/core.py,8,1,21.0,21.0,0.0,853,2,20.81764620538579,1,1,4.0,0.0547945205479452,0.44776119402985076,12.0,4.0,2,8
click,click/decorators.py,8,1,5.0,5.0,0.0,259,0,65.9902164379882,2,4,4.0,0.004739336492890996,0.4074074074074074,4.0,1.0,2,4
click,click/exceptions.py,19,1,3.0,3.0,0.0,52,32,73.5792949987896,1,9,2.0,0.02702702702702703,0.4,3.0,0.0,6,2
click,click/formatting.py,4,1,5.0,6.0,1.0,184,143,47.25469813450571,1,5,3.0,0.0,0.1,5.0,0.0,1,3
click,click/globals.py,463,0,3.0,3.0,0.0,49,2,87.44967315960747,2,728,3.0,0.0,0.8,1.0,1.0,5,1
click,click/helpers.py,3,0,12.0,12.0,0.0,172,25,60.919607687088494,1,2,5.0,0.04081632653061224,0.5,6.0,5.0,4,11
click,click/parser.py,2127,0,14.0,10.0,-4.0,257,-19,48.727260746638486,1,1,6.0,0.1559633027522936,0.07142857142857142,5.0,0.0,1,1
click,click/termui.py,16,1,12.0,11.0,-1.0,184,11,60.77439419969318,1,4,5.0,0.06451612903225806,0.4444444444444444,8.0,5.0,3,12
click,click/testing.py,1464,1,12.0,10.0,-2.0,259,42,53.92186631747782,1,1,5.0,0.02336448598130841,0.3333333333333333,5.0,5.0,0,9
click,click/types.py,23,1,12.0,12.0,0.0,259,18,51.857986934132306,1,5,4.0,0.09268292682926829,0.21212121212121213,4.0,8.0,3,5
click,click/utils.py,2,1,6.0,3.0,-3.0,41,14,56.47050190388836,1,2,3.0,0.0,0.6666666666666666,1.0,3.0,3,3
click,docs/clickdoctools.py,1479,0,9.0,8.0,-1.0,257,5,31.879215569723268,1,1,5.0,0.004761904761904762,0.0,8.0,6.0,0,10
click,examples/aliases/aliases.py,656,0,8.0,8.0,0.0,136,24,64.88505854423083,2,1894,3.0,0.07692307692307693,0.625,4.0,2.0,0,4
click,examples/bashcompletion/bashcompletion.py,655,1,1.0,2.0,1.0,29,7,60.62683172597383,2,92,2.0,0.0,0.0,4.0,0.0,0,2
click,examples/complex/complex/cli.py,3362,0,4.0,4.0,0.0,65,-1,50.52830383748421,1,14,3.0,0.0,0.3333333333333333,3.0,1.0,0,3
click,examples/complex/complex/commands/cmd_init.py,44,0,2.0,2.0,0.0,15,1,73.1756852057256,3,2115,2.0,0.0,0.5,2.0,0.0,0,2
click,examples/complex/complex/commands/cmd_status.py,280,0,1.0,1.0,0.0,11,0,100.0,3,1835,1.0,0.0,0.5,1.0,0.0,0,2
click,examples/imagepipe/imagepipe.py,402,0,6.0,6.0,0.0,271,4,46.65291530131945,3,2033,4.0,0.013392857142857142,0.6818181818181818,3.0,2.0,0,3
click,examples/inout/inout.py,2130,0,3.0,4.0,1.0,31,17,97.41779417468767,2,12,4.0,0.0,0.5,2.0,0.0,0,1
click,examples/naval/naval.py,44,0,1.0,1.0,0.0,73,2,70.77661680547,2,2127,1.0,0.0,0.8888888888888888,4.0,0.0,0,1
click,examples/repo/repo.py,11,1,1.0,2.0,1.0,82,30,74.0028599807911,1,1,1.0,0.016129032258064516,0.5555555555555556,4.0,0.0,0,2
click,examples/termui/termui.py,5,1,4.0,4.0,0.0,80,11,54.242941842510014,1,1,4.0,0.016129032258064516,0.5555555555555556,1.0,1.0,3,4
click,examples/validation/validation.py,2157,0,4.0,4.0,0.0,45,0,72.67204293165963,1,1,3.0,0.0,0.2,4.0,1.0,0,3
click,src/click/_bashcomplete.py,91,0,19.0,19.0,0.0,376,39,46.068216587687466,1,1,6.0,0.053125,0.5384615384615384,4.0,2.0,2,8
click,src/click/_compat.py,1509,0,21.0,21.0,0.0,793,19,23.366692566977164,1,1,5.0,0.10648148148148148,0.1111111111111111,7.0,24.0,24,15
click,src/click/_termui_impl.py,1508,0,17.0,17.0,0.0,660,20,18.541680547991465,1,1,5.0,0.10664335664335664,0.1794871794871795,15.0,9.0,2,16
click,src/click/_textwrap.py,849,0,3.0,3.0,0.0,50,12,52.386764803008475,1,412,3.0,0.0,0.0,5.0,0.0,2,3
click,src/click/_unicodefun.py,412,0,17.0,17.0,0.0,131,6,46.08812681628629,1,1,5.0,0.009009009009009009,0.25,0.0,2.0,4,8
click,src/click/_winconsole.py,1391,0,8.0,8.0,0.0,371,24,38.1472118935801,1,1,5.0,0.06418918918918919,0.030303030303030304,3.0,3.0,4,8
click,src/click/core.py,220,1,27.0,27.0,0.0,2042,125,0.0,1,1,5.0,0.08276255707762557,0.496,17.0,10.0,6,19
click,src/click/decorators.py,109,1,6.0,6.0,0.0,334,23,61.46763060497927,1,1,8.0,0.003816793893129771,0.39285714285714285,4.0,2.0,4,9
click,src/click/exceptions.py,1631,0,13.0,13.0,0.0,255,4,52.911247916764545,1,1,4.0,0.0051813471502590676,0.3125,6.0,0.0,16,2
click,src/click/formatting.py,1260,0,8.0,8.0,0.0,284,21,52.95359874611529,1,1,4.0,0.01694915254237288,0.7368421052631579,5.0,0.0,4,5
click,src/click/globals.py,1509,0,3.0,3.0,0.0,48,0,87.44967315960747,1,1,3.0,0.0,0.8,1.0,1.0,10,1
click,src/click/parser.py,1629,0,11.0,11.0,0.0,429,-4,42.05192841178583,1,1,6.0,0.15934065934065933,0.2692307692307692,7.0,4.0,8,3
click,src/click/shell_completion.py,1050,0,10.0,10.0,0.0,510,2,49.4061829440735,2,1,6.0,0.04627249357326478,0.6551724137931034,4.0,2.0,1,6
click,src/click/termui.py,360,1,16.0,16.0,0.0,682,52,44.66870199288436,1,1,6.0,0.03298611111111111,0.65,14.0,8.0,8,16
click,src/click/testing.py,1537,0,14.0,14.0,0.0,387,8,48.43414290791437,1,1,5.0,0.03363914373088685,0.35714285714285715,7.0,6.0,0,9
click,src/click/types.py,1536,0,17.0,17.0,0.0,744,58,28.744069222885038,1,1,5.0,0.07119205298013245,0.2153846153846154,9.0,11.0,9,7
click,src/click/utils.py,1537,0,19.0,19.0,0.0,456,4,47.72734630553637,1,1,6.0,0.04289544235924933,0.4411764705882353,6.0,4.0,17,7
click,tests/test_arguments.py,3330,0,5.0,6.0,1.0,94,44,47.20407501956518,1,15,4.0,0.013513513513513514,0.0,2.0,0.0,0,1
click,tests/test_chain.py,3284,0,10.0,11.0,1.0,186,56,30.92597390943667,1,10,4.0,0.0,0.1111111111111111,2.0,0.0,0,1
click,tests/test_commands.py,4,1,3.0,3.0,0.0,59,40,68.87386447784132,1,5,2.0,0.022727272727272728,0.18181818181818182,1.0,0.0,0,2
click,tests/test_compat.py,2157,0,4.0,4.0,0.0,25,8,59.558495206915964,1,307,3.0,0.0,0.0,2.0,0.0,0,1
click,tests/test_context.py,2448,0,4.0,4.0,0.0,126,32,45.520355884714355,1,439,3.0,0.010752688172043012,0.0,1.0,0.0,0,1
click,tests/test_defaults.py,1536,1,3.0,3.0,0.0,41,-6,53.68395333347011,2,2036,3.0,0.0,0.0,1.0,0.0,0,1
click,tests/test_formatting.py,3173,0,3.0,3.0,0.0,85,43,87.16806589477792,2,168,2.0,0.013888888888888888,0.5714285714285714,1.0,0.0,0,1
click,tests/test_imports.py,3092,0,6.0,6.0,0.0,56,6,59.83323484232645,1,523,3.0,0.0,0.0,0.0,0.0,0,4
click,tests/test_normalization.py,1672,0,2.0,2.0,0.0,40,0,58.07313270817642,2,1938,2.0,0.0,0.0,2.0,0.0,0,1
click,tests/test_options.py,1,1,5.0,5.0,0.0,52,32,58.724481972673765,1,1,2.0,0.02564102564102564,0.0,2.0,0.0,0,2
click,tests/test_shell_completion.py,946,0,8.0,8.0,0.0,253,12,33.778217818322766,3,1,2.0,0.024154589371980676,0.0,4.0,0.0,0,3
click,tests/test_termui.py,375,1,2.0,2.0,0.0,45,30,57.852229856220944,2,489,4.0,0.0,0.0,2.0,0.0,0,1
click,tests/test_testing.py,405,1,5.0,5.0,0.0,80,22,51.06406739174612,1,1,4.0,0.015873015873015872,0.0,1.0,0.0,0,3
fastapi,.github/actions/people/app/main.py,746,0,14.0,14.0,0.0,517,6,23.061147648179062,1,1,5.0,0.0,0.0,1.0,0.0,7,11
fastapi,.github/actions/watch-previews/app/main.py,721,0,1.0,1.0,0.0,96,1,43.982979856214044,1,1,5.0,0.0,0.0,1.0,0.0,6,7
fastapi,docs/src/security/tutorial003.py,429,0,3.0,3.0,0.0,88,6,60.27494152266845,1,4,2.0,0.03125,0.0,2.0,0.0,0,3
fastapi,docs/src/security/tutorial004.py,379,0,3.0,3.0,0.0,129,-1,52.96085505714129,1,53,2.0,0.021739130434782608,0.0,3.0,1.0,0,6
fastapi,docs/src/sql_databases/tutorial001.py,42,0,2.0,2.0,0.0,68,11,76.55263055149486,1,6,1.0,0.10869565217391304,0.0,2.0,0.0,0,3
fastapi,docs_src/security/tutorial004.py,672,0,4.0,4.0,0.0,140,1,50.05391595346507,3,27,3.0,0.019417475728155338,0.0,3.0,1.0,0,6
fastapi,docs_src/security/tutorial005.py,672,0,7.0,7.0,0.0,175,0,46.64254168169661,3,27,3.0,0.014705882352941176,0.0,3.0,1.0,0,6
fastapi,fastapi/applications.py,1378,0,38.0,7.0,-31.0,402,-180,39.29812194173103,1,1,2.0,0.0,0.0,15.0,0.0,0,3
fastapi,fastapi/concurrency.py,926,0,4.0,4.0,0.0,48,2,89.44121308888109,2,144,3.0,0.0,0.0,1.0,5.0,0,5
fastapi,fastapi/datastructures.py,399,0,3.0,3.0,0.0,48,32,88.56949723705071,1,658,2.0,0.0,0.2222222222222222,2.0,0.0,1,2
fastapi,fastapi/dependencies/models.py,743,0,9.0,9.0,0.0,46,-1,54.38658595176507,1,1,1.0,0.0,0.0,3.0,0.0,0,4
fastapi,fastapi/dependencies/utils.py,22,1,17.0,17.0,0.0,331,3,21.4339071659259,1,1,7.0,0.0,0.0,2.0,0.0,0,7
fastapi,fastapi/encoders.py,1,1,10.0,10.0,0.0,101,56,51.769493590303185,1,15,3.0,0.0,0.0,6.0,3.0,0,4
fastapi,fastapi/exceptions.py,1075,0,2.0,2.0,0.0,21,11,100.0,1,103,1.0,0.0,0.0,4.0,0.0,1,3
fastapi,fastapi/openapi/docs.py,297,1,1.0,1.0,0.0,78,-1,70.67252560520747,1,3,1.0,0.0,0.0,0.0,0.0,0,1
fastapi,fastapi/openapi/models.py,1250,0,1.0,1.0,0.0,352,4,56.234578494438665,1,3,1.0,0.022988505747126436,0.0,0.0,1.0,0,5
fastapi,fastapi/openapi/utils.py,369,1,27.0,12.0,-15.0,242,-39,34.304073339979126,1,1,5.0,0.0045662100456621,0.0,1.0,0.0,0,4
fastapi,fastapi/param_functions.py,648,0,1.0,1.0,0.0,254,5,100.0,2,445,1.0,0.0,0.0,1.0,0.0,1,2
fastapi,fastapi/params.py,1253,0,2.0,3.0,1.0,326,79,55.17726516809494,1,2,1.0,0.0,0.0,3.0,0.0,0,3
fastapi,fastapi/routing.py,105,1,17.0,10.0,-7.0,540,-246,29.528621822748466,1,1,6.0,0.0,0.0,15.0,3.0,0,6
fastapi,fastapi/security/api_key.py,117,1,2.0,3.0,1.0,35,-6,60.86813450828535,1,1,1.0,0.0,0.0,2.0,0.0,0,3
fastapi,fastapi/security/http.py,21,1,2.0,3.0,1.0,41,13,58.0707674276028,1,1,1.0,0.0,0.0,2.0,0.0,0,3
fastapi,fastapi/security/oauth2.py,3,1,2.0,3.0,1.0,14,-32,73.90483161137286,1,1,1.0,0.0,0.0,2.0,0.0,0,3
fastapi,fastapi/security/open_id_connect_url.py,117,1,2.0,3.0,1.0,14,3,73.90483161137286,1,1,1.0,0.0,0.0,2.0,0.0,0,3
fastapi,fastapi/utils.py,104,1,7.0,7.0,0.0,50,3,57.328029857989854,1,1,4.0,0.0,0.0,1.0,0.0,0,5
fastapi,scripts/docs.py,267,1,9.0,9.0,0.0,339,-2,38.52149639335588,2,1,6.0,0.003389830508474576,0.42857142857142855,1.0,0.0,0,8
fastapi,tests/main.py,1354,0,2.0,2.0,0.0,430,79,35.25038985779339,2,1,2.0,0.0033444816053511705,0.0,8.0,0.0,2,4
fastapi,tests/test_additional_properties.py,819,0,3.0,3.0,0.0,111,0,58.15481411691373,1,295,1.0,0.0,0.0,1.0,0.0,0,4
fastapi,tests/test_additional_response_extra.py,80,0,3.0,3.0,0.0,53,0,58.558010464039164,1,288,1.0,0.0,0.0,0.0,0.0,0,2
fastapi,tests/test_additional_responses.py,1,0,3.0,3.0,0.0,472,-123,40.6252669551328,1,1,2.0,0.0,0.05,2.0,0.0,0,4
fastapi,tests/test_additional_responses_default_validationerror.py,776,0,3.0,3.0,0.0,86,0,74.1712322499912,2,183,1.0,0.0,0.0,1.0,0.0,0,1
fastapi,tests/test_additional_responses_router.py,1141,0,3.0,3.0,0.0,110,14,50.894681966870294,2,147,1.0,0.0,0.0,0.0,0.0,0,2
fastapi,tests/test_application.py,150,1,3.0,4.0,1.0,1159,1095,55.499510219761746,1,3,1.0,0.0,0.0,3.0,0.0,0,3
fastapi,tests/test_dependency_class.py,123,0,3.0,3.0,0.0,71,0,56.83948035815907,3,132,1.0,0.0,0.0,2.0,0.0,0,2
fastapi,tests/test_dependency_contextmanager.py,680,0,7.0,7.0,0.0,350,0,19.685006465154224,2,181,2.0,0.004032258064516129,0.0,2.0,2.0,0,3
fastapi,tests/test_extra_routes.py,1123,0,3.0,3.0,0.0,361,0,39.74621548773662,1,111,1.0,0.0,0.0,2.0,0.0,0,3
fastapi,tests/test_filter_pydantic_sub_model.py,803,0,3.0,3.0,0.0,154,62,50.05810022226287,2,16,2.0,0.0,0.0,3.0,0.0,0,4
fastapi,tests/test_infer_param_optionality.py,118,0,4.0,4.0,0.0,137,0,34.85284623859224,3,153,2.0,0.0,0.6666666666666666,2.0,0.0,0,1
fastapi,tests/test_jsonable_encoder.py,350,1,3.0,3.0,0.0,102,51,45.858931961895344,1,119,2.0,0.0,0.0,3.0,0.0,0,5
fastapi,tests/test_modules_same_name_body/test_main.py,776,0,3.0,3.0,0.0,156,0,53.75761727401505,1,247,1.0,0.0,0.0,0.0,0.0,0,2
fastapi,tests/test_multi_body_errors.py,870,0,3.0,3.0,0.0,162,18,49.073805755297215,2,334,1.0,0.0,0.0,1.0,0.0,0,5
fastapi,tests/test_multi_query_errors.py,846,0,3.0,3.0,0.0,119,0,55.4239499036708,1,384,1.0,0.0,0.0,1.0,0.0,0,3
fastapi,tests/test_param_class.py,765,0,3.0,3.0,0.0,26,0,60.3680074438964,2,466,1.0,0.0,0.0,1.0,0.0,0,1
fastapi,tests/test_path.py,484,0,3.0,3.0,0.0,244,170,50.88062598540031,2,2,1.0,0.0,0.0,3.0,0.0,0,3
fastapi,tests/test_put_no_body.py,871,0,3.0,3.0,0.0,98,0,55.79551455459662,2,332,1.0,0.0,0.0,1.0,0.0,0,2
fastapi,tests/test_query.py,1347,0,3.0,3.0,0.0,52,7,67.28666784000676,1,9,1.0,0.0,0.0,3.0,0.0,0,3
fastapi,tests/test_repeated_dependency_schema.py,803,0,4.0,4.0,0.0,103,-1,62.72389483300181,2,189,1.0,0.0,0.0,2.0,0.0,0,1
fastapi,tests/test_request_body_parameters_media_type.py,765,0,4.0,4.0,0.0,68,0,73.42584751329879,3,221,1.0,0.0392156862745098,0.0,2.0,0.0,0,3
fastapi,tests/test_response_code_no_body.py,864,0,3.0,3.0,0.0,109,0,67.94252968197048,2,98,1.0,0.0,0.0,0.0,0.0,0,3
fastapi,tests/test_security_api_key_cookie.py,80,0,3.0,3.0,0.0,69,0,53.165319155244504,1,386,1.0,0.0,0.0,1.0,0.0,0,3
fastapi,tests/test_security_api_key_cookie_optional.py,80,0,3.0,3.0,0.0,76,0,49.83579126523482,1,290,2.0,0.0,0.0,1.0,0.0,0,4
fastapi,tests/test_security_api_key_header.py,80,0,3.0,3.0,0.0,69,0,53.165319155244504,1,386,1.0,0.0,0.0,1.0,0.0,0,3
fastapi,tests/test_security_api_key_header_optional.py,80,0,3.0,3.0,0.0,75,0,50.075644182980724,1,290,2.0,0.0,0.0,1.0,0.0,0,4
fastapi,tests/test_security_api_key_query.py,80,0,3.0,3.0,0.0,69,0,53.45684013208744,1,386,1.0,0.0,0.0,1.0,0.0,0,3
fastapi,tests/test_security_api_key_query_optional.py,80,0,3.0,3.0,0.0,75,0,50.321727738380034,1,290,2.0,0.0,0.0,1.0,0.0,0,4
fastapi,tests/test_security_http_base.py,80,0,3.0,3.0,0.0,57,0,55.06640995435962,1,384,1.0,0.0,0.0,1.0,0.0,0,2
fastapi,tests/test_security_http_base_optional.py,136,0,3.0,3.0,0.0,63,0,52.91763738792714,2,234,2.0,0.0,0.0,1.0,0.0,0,3
fastapi,tests/test_security_http_basic_optional.py,352,0,3.0,4.0,1.0,82,2,45.33171117168465,1,18,2.0,0.0,0.0,1.0,0.0,0,5
fastapi,tests/test_security_http_bearer.py,80,0,3.0,3.0,0.0,63,0,51.7190002751931,1,384,1.0,0.0,0.0,1.0,0.0,0,2
fastapi,tests/test_security_http_bearer_optional.py,311,0,3.0,3.0,0.0,69,0,49.972824376034296,1,58,2.0,0.0,0.0,1.0,0.0,0,3
fastapi,tests/test_security_http_digest.py,80,0,3.0,3.0,0.0,65,0,51.7190002751931,1,384,1.0,0.0,0.0,1.0,0.0,0,2
fastapi,tests/test_security_http_digest_optional.py,136,0,3.0,3.0,0.0,71,0,49.972824376034296,2,234,2.0,0.0,0.0,1.0,0.0,0,3
fastapi,tests/test_security_oauth2.py,1024,0,3.0,3.0,0.0,248,0,45.37490456656169,1,182,1.0,0.0,0.0,3.0,0.0,0,4
fastapi,tests/test_security_oauth2_authorization_code_bearer.py,130,0,3.0,3.0,0.0,78,0,51.43618272956454,2,52,1.0,0.0,0.0,1.0,0.0,0,2
fastapi,tests/test_security_oauth2_optional.py,1024,0,3.0,3.0,0.0,255,0,43.39713884985471,1,86,2.0,0.0,0.0,3.0,0.0,0,5
fastapi,tests/test_security_oauth2_password_bearer_optional.py,80,0,3.0,3.0,0.0,72,0,49.972824376034296,1,290,2.0,0.0,0.0,1.0,0.0,0,3
fastapi,tests/test_security_openid_connect.py,80,0,3.0,3.0,0.0,75,0,50.13638263101574,1,386,1.0,0.0,0.0,1.0,0.0,0,3
fastapi,tests/test_security_openid_connect_optional.py,80,0,3.0,3.0,0.0,81,0,47.56826340744554,1,290,2.0,0.0,0.0,1.0,0.0,0,4
fastapi,tests/test_serialize_response.py,154,0,1.0,2.0,1.0,58,6,54.6941069234937,2,435,1.0,0.0,0.0,0.0,0.0,0,3
fastapi,tests/test_serialize_response_dataclass.py,788,0,2.0,2.0,0.0,59,0,54.46017690947964,2,302,1.0,0.0,0.0,0.0,0.0,0,3
fastapi,tests/test_skip_defaults.py,255,0,2.0,2.0,0.0,34,4,64.88177085184655,1,93,1.0,0.0,0.0,0.0,0.0,0,4
fastapi,tests/test_starlette_exception.py,1072,0,4.0,4.0,0.0,157,0,45.13533475558216,2,284,2.0,0.0,0.0,1.0,0.0,0,2
fastapi,tests/test_starlette_urlconvertors.py,765,0,4.0,4.0,0.0,52,0,68.12119929149799,3,327,1.0,0.08823529411764706,0.0,1.0,0.0,0,1
fastapi,tests/test_sub_callbacks.py,776,0,3.0,3.0,0.0,231,0,68.67056094570275,2,52,2.0,0.009950248756218905,0.1111111111111111,2.0,0.0,0,2
fastapi,tests/test_tutorial/test_additional_responses/test_tutorial001.py,1034,0,3.0,3.0,0.0,117,0,58.395442566508045,2,73,1.0,0.0,0.0,0.0,0.0,0,2
fastapi,tests/test_tutorial/test_additional_responses/test_tutorial002.py,871,0,4.0,4.0,0.0,116,0,56.450942662674194,2,236,1.0,0.0,0.0,0.0,0.0,0,4
fastapi,tests/test_tutorial/test_additional_responses/test_tutorial003.py,871,0,3.0,3.0,0.0,118,0,58.395442566508045,2,236,1.0,0.0,0.0,0.0,0.0,0,2
fastapi,tests/test_tutorial/test_additional_responses/test_tutorial004.py,871,0,4.0,4.0,0.0,119,0,56.450942662674194,2,236,1.0,0.0,0.0,0.0,0.0,0,4
fastapi,tests/test_tutorial/test_async_sql_databases/test_tutorial001.py,1024,0,7.0,7.0,0.0,132,0,55.69764614468659,1,94,2.0,0.0,0.0,0.0,0.0,0,2
fastapi,tests/test_tutorial/test_bigger_applications/test_main.py,1101,0,3.0,3.0,0.0,206,45,57.00656754784817,1,88,1.0,0.0,0.0,3.0,0.0,0,3
fastapi,tests/test_tutorial/test_body/test_tutorial001.py,539,1,3.0,3.0,0.0,181,17,54.06825770075916,1,3,1.0,0.0,0.0,4.0,0.0,0,3
fastapi,tests/test_tutorial/test_body_fields/test_tutorial001.py,776,0,3.0,3.0,0.0,179,0,66.51109472541276,2,83,1.0,0.006060606060606061,0.0,4.0,1.0,0,4
fastapi,tests/test_tutorial/test_body_multiple_params/test_tutorial001.py,1206,0,3.0,3.0,0.0,148,-1,60.88022322435165,1,9,1.0,0.0,0.0,4.0,0.0,0,3
fastapi,tests/test_tutorial/test_body_multiple_params/test_tutorial003.py,871,0,3.0,3.0,0.0,175,2,66.67828810076888,2,167,1.0,0.005988023952095809,0.0,4.0,0.0,0,3
fastapi,tests/test_tutorial/test_body_nested_models/test_tutorial009.py,819,0,3.0,3.0,0.0,104,0,57.00656754784817,2,212,1.0,0.0,0.0,0.0,0.0,0,2
fastapi,tests/test_tutorial/test_body_schema/test_tutorial001.py,340,0,3.0,3.0,0.0,168,-4,60.88022322435165,1,3,1.0,0.0,0.0,4.0,0.0,0,3
fastapi,tests/test_tutorial/test_body_updates/test_tutorial001.py,819,0,3.0,3.0,0.0,163,0,59.289172581020075,2,236,1.0,0.0,0.0,0.0,0.0,0,2
fastapi,tests/test_tutorial/test_cookie_params/test_tutorial001.py,1215,0,3.0,3.0,0.0,94,0,68.04496717586133,1,1,1.0,0.0,0.0,4.0,0.0,0,3
fastapi,tests/test_tutorial/test_custom_response/test_tutorial001.py,758,0,3.0,3.0,0.0,37,0,63.261096755433925,1,111,1.0,0.0,0.0,0.0,0.0,0,2
fastapi,tests/test_tutorial/test_custom_response/test_tutorial004.py,454,0,3.0,3.0,0.0,48,0,63.261096755433925,1,111,1.0,0.0,0.0,0.0,0.0,0,2
fastapi,tests/test_tutorial/test_dependencies/test_tutorial001.py,1202,0,3.0,3.0,0.0,150,49,61.996062509517394,1,13,1.0,0.0,0.0,3.0,0.0,0,3
fastapi,tests/test_tutorial/test_dependencies/test_tutorial004.py,819,0,3.0,3.0,0.0,145,0,61.996062509517394,1,386,1.0,0.0,0.0,3.0,0.0,0,3
fastapi,tests/test_tutorial/test_dependencies/test_tutorial006.py,776,0,3.0,3.0,0.0,129,0,50.84420802478633,1,290,1.0,0.0,0.0,0.0,0.0,0,2
fastapi,tests/test_tutorial/test_events/test_tutorial001.py,1101,0,5.0,5.0,0.0,80,0,64.33254013344666,1,19,2.0,0.0,0.0,0.0,0.0,0,2
fastapi,tests/test_tutorial/test_events/test_tutorial002.py,172,0,6.0,6.0,0.0,35,0,61.65198233573022,1,300,2.0,0.0,0.0,0.0,0.0,0,2
fastapi,tests/test_tutorial/test_extending_openapi/test_tutorial001.py,129,0,5.0,5.0,0.0,45,0,59.77729519468726,1,337,1.0,0.0,0.0,0.0,0.0,0,2
fastapi,tests/test_tutorial/test_extra_data_types/test_tutorial001.py,1101,0,3.0,3.0,0.0,137,0,60.3680074438964,1,111,1.0,0.0,0.0,0.0,0.0,0,2
fastapi,tests/test_tutorial/test_extra_models/test_tutorial003.py,1024,0,3.0,3.0,0.0,126,0,58.395442566508045,1,94,1.0,0.0,0.0,0.0,0.0,0,2
fastapi,tests/test_tutorial/test_extra_models/test_tutorial004.py,377,0,3.0,3.0,0.0,61,0,63.261096755433925,1,94,1.0,0.0,0.0,0.0,0.0,0,2
fastapi,tests/test_tutorial/test_extra_models/test_tutorial005.py,224,0,3.0,3.0,0.0,45,0,63.261096755433925,2,160,1.0,0.0,0.0,0.0,0.0,0,2
fastapi,tests/test_tutorial/test_first_steps/test_tutorial001.py,172,0,3.0,3.0,0.0,40,0,68.04496717586133,1,396,1.0,0.0,0.0,3.0,0.0,0,3
fastapi,tests/test_tutorial/test_handling_errors/test_tutorial001.py,871,0,4.0,4.0,0.0,91,0,57.069526207274926,2,284,1.0,0.0,0.0,0.0,0.0,0,2
fastapi,tests/test_tutorial/test_handling_errors/test_tutorial002.py,871,0,4.0,4.0,0.0,91,0,57.14114798941032,2,284,1.0,0.0,0.0,0.0,0.0,0,2
fastapi,tests/test_tutorial/test_handling_errors/test_tutorial003.py,776,0,3.0,3.0,0.0,92,0,58.395442566508045,1,277,1.0,0.0,0.0,0.0,0.0,0,2
fastapi,tests/test_tutorial/test_handling_errors/test_tutorial004.py,871,0,3.0,3.0,0.0,101,0,55.13912670659939,2,182,1.0,0.0,0.0,0.0,0.0,0,2
fastapi,tests/test_tutorial/test_handling_errors/test_tutorial005.py,821,0,3.0,3.0,0.0,109,5,57.447283485441886,3,232,1.0,0.0,0.0,0.0,0.0,0,2
fastapi,tests/test_tutorial/test_handling_errors/test_tutorial006.py,776,0,3.0,3.0,0.0,104,0,54.735930359473954,2,44,1.0,0.0,0.0,0.0,0.0,0,2
fastapi,tests/test_tutorial/test_header_params/test_tutorial001.py,1101,0,3.0,3.0,0.0,89,-4,68.04496717586133,1,114,1.0,0.0,0.0,4.0,0.0,0,3
fastapi,tests/test_tutorial/test_openapi_callbacks/test_tutorial001.py,776,0,3.0,3.0,0.0,175,0,67.52515901768085,2,81,2.0,0.006097560975609756,0.0,0.0,0.0,0,2
fastapi,tests/test_tutorial/test_path_operation_advanced_configurations/test_tutorial001.py,172,0,3.0,3.0,0.0,37,0,63.261096755433925,1,386,1.0,0.0,0.0,0.0,0.0,0,2
fastapi,tests/test_tutorial/test_path_operation_advanced_configurations/test_tutorial002.py,172,0,3.0,3.0,0.0,37,13,63.261096755433925,2,386,1.0,0.0,0.0,0.0,0.0,0,2
fastapi,tests/test_tutorial/test_path_operation_advanced_configurations/test_tutorial003.py,172,0,3.0,3.0,0.0,24,-89,63.261096755433925,3,105,1.0,0.0,0.0,0.0,0.0,0,2
fastapi,tests/test_tutorial/test_path_operation_advanced_configurations/test_tutorial004.py,904,0,3.0,3.0,0.0,113,0,62.60748007818911,2,98,1.0,0.0,0.0,0.0,0.0,0,2
fastapi,tests/test_tutorial/test_path_operation_configurations/test_tutorial005.py,819,0,3.0,3.0,0.0,113,0,62.60748007818911,1,386,1.0,0.0,0.0,0.0,0.0,0,2
fastapi,tests/test_tutorial/test_path_operation_configurations/test_tutorial006.py,172,0,3.0,3.0,0.0,74,0,61.996062509517394,1,386,1.0,0.0,0.0,3.0,0.0,0,3
fastapi,tests/test_tutorial/test_path_params/test_tutorial004.py,819,0,3.0,3.0,0.0,92,0,57.447283485441886,2,234,1.0,0.0,0.0,0.0,0.0,0,2
fastapi,tests/test_tutorial/test_path_params/test_tutorial005.py,960,0,3.0,3.0,0.0,123,2,62.1636048068677,2,92,1.0,0.0,0.0,3.0,0.0,0,3
fastapi,tests/test_tutorial/test_query_params/test_tutorial005.py,871,0,3.0,3.0,0.0,105,0,66.58459231433994,2,343,1.0,0.0,0.0,3.0,0.0,0,3
fastapi,tests/test_tutorial/test_query_params/test_tutorial006.py,871,0,3.0,3.0,0.0,142,0,66.58459231433994,2,343,1.0,0.0,0.0,3.0,0.0,0,3
fastapi,tests/test_tutorial/test_query_params/test_tutorial007.py,80,0,3.0,3.0,0.0,96,0,58.395442566508045,2,233,1.0,0.0,0.0,0.0,0.0,0,2
