repo,file_path,duration_days,event,init_cc,cc_lm,cc_slope,loc_lm,loc_delta,mi_lm,n_authors,lm_days,nesting_lm,comment_ratio_lm,docstring_ratio_lm,max_params_lm,n_except_lm,fan_in_lm,fan_out_lm
fastapi,tests/test_tutorial/test_query_params_str_validations/test_tutorial011.py,1048,0,3.0,3.0,0.0,96,7,57.447283485441886,1,73,1.0,0.0,0.0,0.0,0.0,0,2
fastapi,tests/test_tutorial/test_query_params_str_validations/test_tutorial012.py,776,0,3.0,3.0,0.0,97,0,57.447283485441886,1,276,1.0,0.0,0.0,0.0,0.0,0,2
fastapi,tests/test_tutorial/test_query_params_str_validations/test_tutorial013.py,819,0,3.0,3.0,0.0,92,0,57.447283485441886,2,229,1.0,0.0,0.0,0.0,0.0,0,2
fastapi,tests/test_tutorial/test_request_files/test_tutorial001.py,1206,0,3.0,3.0,0.0,122,1,52.31129839396363,1,6,2.0,0.0,0.0,1.0,0.0,0,3
fastapi,tests/test_tutorial/test_request_files/test_tutorial002.py,1024,0,3.0,3.0,0.0,220,0,45.586618311613115,1,74,2.0,0.0,0.0,1.0,0.0,0,3
fastapi,tests/test_tutorial/test_request_forms/test_tutorial001.py,1212,0,3.0,3.0,0.0,148,-12,55.06640995435962,1,1,1.0,0.0,0.0,4.0,0.0,0,3
fastapi,tests/test_tutorial/test_request_forms_and_files/test_tutorial001.py,1141,0,3.0,3.0,0.0,196,29,49.4133860426131,1,71,2.0,0.005813953488372093,0.0,1.0,0.0,0,4
fastapi,tests/test_tutorial/test_response_model/test_tutorial003.py,1101,0,3.0,3.0,0.0,121,0,62.60748007818911,1,111,1.0,0.0,0.0,0.0,0.0,0,2
fastapi,tests/test_tutorial/test_response_model/test_tutorial004.py,871,0,3.0,3.0,0.0,126,-52,61.996062509517394,3,186,1.0,0.0,0.0,2.0,0.0,0,3
fastapi,tests/test_tutorial/test_response_model/test_tutorial005.py,819,0,3.0,3.0,0.0,143,0,58.395442566508045,2,236,1.0,0.0,0.0,0.0,0.0,0,2
fastapi,tests/test_tutorial/test_response_model/test_tutorial006.py,819,0,3.0,3.0,0.0,143,0,58.395442566508045,2,236,1.0,0.0,0.0,0.0,0.0,0,2
fastapi,tests/test_tutorial/test_security/test_tutorial001.py,455,0,3.0,3.0,0.0,58,0,53.97763102361939,1,114,1.0,0.0,0.0,0.0,0.0,0,2
fastapi,tests/test_tutorial/test_security/test_tutorial003.py,1101,0,3.0,3.0,0.0,172,4,42.1603017144849,1,105,1.0,0.0,0.0,0.0,0.0,0,2
fastapi,tests/test_tutorial/test_security/test_tutorial005.py,1086,0,4.0,4.0,0.0,350,36,27.42460792297552,1,17,2.0,0.0,0.0,3.0,0.0,0,2
fastapi,tests/test_tutorial/test_security/test_tutorial006.py,129,0,4.0,4.0,0.0,70,0,47.52753273749703,1,315,1.0,0.0,0.0,0.0,0.0,0,4
fastapi,tests/test_tutorial/test_sql_databases/test_sql_databases.py,1051,0,16.0,16.0,0.0,364,10,39.5692758524126,1,111,2.0,0.0029069767441860465,0.0,1.0,0.0,0,4
fastapi,tests/test_tutorial/test_sql_databases/test_sql_databases_middleware.py,819,0,16.0,16.0,0.0,364,0,39.5692758524126,2,101,2.0,0.0029069767441860465,0.0,1.0,0.0,0,4
fastapi,tests/test_tutorial/test_sql_databases_peewee/test_sql_databases_peewee.py,927,0,16.0,16.0,0.0,431,0,36.38358112993817,1,79,2.0,0.0024630541871921183,0.0,1.0,0.0,0,7
fastapi,tests/test_tutorial/test_sub_applications/test_tutorial001.py,173,0,3.0,3.0,0.0,67,0,54.34919567454522,2,337,1.0,0.0,0.0,0.0,0.0,0,2
fastapi,tests/test_tutorial/test_templates/test_tutorial001.py,105,1,5.0,5.0,0.0,20,0,62.97684793053503,1,335,1.0,0.0,0.0,0.0,0.0,0,3
fastapi,tests/test_tutorial/test_testing/test_main.py,173,0,3.0,3.0,0.0,31,0,70.77037628329926,1,281,1.0,0.0,0.0,0.0,0.0,0,1
fastapi,tests/test_tutorial/test_testing/test_tutorial001.py,173,0,3.0,3.0,0.0,31,0,70.77037628329926,1,281,1.0,0.0,0.0,0.0,0.0,0,1
fastapi,tests/test_tutorial/test_websockets/test_tutorial002.py,546,0,7.0,7.0,0.0,84,0,41.996045980368535,3,319,3.0,0.0,0.0,0.0,0.0,0,3
fastapi,tests/test_union_body.py,776,0,3.0,3.0,0.0,125,0,52.88250160961596,2,207,1.0,0.0,0.0,1.0,0.0,0,3
fastapi,tests/test_union_inherited_body.py,970,0,3.0,3.0,0.0,140,-1,62.89497299384149,2,163,1.0,0.03389830508474576,0.0,1.0,0.0,0,5
fastapi,tests/test_validate_response.py,785,1,1.0,1.0,0.0,52,0,100.0,2,302,2.0,0.0,0.0,0.0,0.0,0,4
fastapi,tests/test_ws_router.py,913,0,2.0,2.0,0.0,67,13,51.7876099671674,3,343,2.0,0.0,0.0,1.0,0.0,0,1
flask,examples/flaskr/flaskr.py,1723,0,4.0,4.0,0.0,99,-5,70.28534779104871,1,1,4.0,0.039473684210526314,0.5555555555555556,1.0,0.0,1,4
flask,examples/flaskr/flaskr_tests.py,1474,0,5.0,5.0,0.0,66,1,72.83432679706192,1,3,1.0,0.038461538461538464,0.625,3.0,0.0,0,3
flask,examples/jqueryexample/jqueryexample.py,439,0,1.0,1.0,0.0,26,-4,99.66345682003585,2,1470,1.0,0.05263157894736842,0.6666666666666666,0.0,0.0,0,1
flask,examples/minitwit/minitwit.py,1729,0,9.0,9.0,0.0,229,0,42.606882090146065,2,2,7.0,0.026737967914438502,0.4444444444444444,3.0,0.0,0,9
flask,examples/minitwit/minitwit_tests.py,1472,0,15.0,15.0,0.0,150,4,52.59502575604818,1,9,2.0,0.064,0.9230769230769231,5.0,0.0,0,4
flask,flask/_compat.py,792,0,2.0,2.0,0.0,116,6,72.18940594147415,1,3,3.0,0.1111111111111111,0.125,4.0,1.0,9,8
flask,flask/app.py,842,1,10.0,10.0,0.0,1816,1,9.331507046288126,1,3,4.0,0.17221135029354206,0.8048780487804879,8.0,5.0,1,20
flask,flask/blueprints.py,1820,0,4.0,4.0,0.0,212,39,66.72403069868396,1,1,3.0,0.00558659217877095,0.6206896551724138,7.0,0.0,1,3
flask,flask/cli.py,765,0,8.0,8.0,0.0,352,4,48.6824931405842,1,1,5.0,0.0456140350877193,0.5769230769230769,7.0,2.0,2,9
flask,flask/config.py,81,1,4.0,4.0,0.0,169,18,63.5060617923155,2,1049,3.0,0.007692307692307693,0.5454545454545454,3.0,1.0,1,5
flask,flask/ctx.py,3,1,6.0,7.0,1.0,378,5,52.70795122717031,2,11,3.0,0.13157894736842105,0.5,4.0,2.0,2,6
flask,flask/debughelpers.py,465,1,3.0,3.0,0.0,88,2,79.14204878791432,2,7,4.0,0.027777777777777776,0.5,3.0,1.0,1,1
flask,flask/ext/__init__.py,1201,0,4.0,4.0,0.0,68,13,79.44546867293172,1,1,3.0,0.10909090909090909,0.3333333333333333,3.0,1.0,0,1
flask,flask/exthook.py,878,0,6.0,6.0,0.0,121,0,68.33750463290161,2,225,4.0,0.18811881188118812,0.4,3.0,1.0,1,3
flask,flask/globals.py,1218,0,2.0,2.0,0.0,28,0,98.43869932713106,1,390,2.0,0.09090909090909091,0.5,1.0,0.0,4,2
flask,flask/helpers.py,1,1,15.0,15.0,0.0,342,31,51.707288091406504,2,1,4.0,0.029850746268656716,0.8125,4.0,4.0,1,8
flask,flask/json.py,1182,1,4.0,4.0,0.0,168,21,67.38840393619913,1,10,3.0,0.03937007874015748,1.0,2.0,0.0,0,4
flask,flask/logging.py,1190,1,1.0,1.0,0.0,44,1,100.0,2,323,2.0,0.08823529411764706,0.3333333333333333,2.0,0.0,0,2
flask,flask/module.py,329,1,3.0,3.0,0.0,164,12,68.44807048128891,2,1,3.0,0.007633587786259542,0.6111111111111112,4.0,0.0,0,1
flask,flask/sessions.py,572,1,4.0,4.0,0.0,178,9,59.77051711919341,1,1,2.0,0.09929078014184398,0.7058823529411765,4.0,0.0,1,2
flask,flask/signals.py,1794,0,2.0,2.0,0.0,51,0,100.0,1,1,2.0,0.11627906976744186,0.3333333333333333,3.0,1.0,2,1
flask,flask/templating.py,1,1,4.0,4.0,0.0,87,12,81.8644846543605,1,1,4.0,0.04285714285714286,0.625,3.0,2.0,1,2
flask,flask/testing.py,109,1,3.0,3.0,0.0,46,6,93.88811149903202,1,1,2.0,0.027777777777777776,0.4,4.0,0.0,0,2
flask,flask/testsuite/appctx.py,633,0,2.0,2.0,0.0,73,34,100.0,1,1,3.0,0.018518518518518517,0.09090909090909091,1.0,0.0,0,3
flask,flask/testsuite/basic.py,784,0,4.0,4.0,0.0,1151,-2,15.242094225366163,2,4,4.0,0.028971028971028972,0.006060606060606061,3.0,14.0,0,10
flask,flask/testsuite/blueprints.py,461,0,7.0,7.0,0.0,766,-1,21.765455977179876,2,4,4.0,0.010719754977029096,0.008403361344537815,2.0,7.0,2,10
flask,flask/testsuite/config.py,430,0,3.0,3.0,0.0,300,0,41.511011750447,2,1,4.0,0.011494252873563218,0.06666666666666667,2.0,4.0,2,13
flask,flask/testsuite/deprecations.py,860,0,5.0,2.0,-3.0,39,0,93.70913383036094,1,1,3.0,0.034482758620689655,0.14285714285714285,1.0,0.0,0,2
flask,flask/testsuite/ext.py,1,1,7.0,7.0,0.0,90,28,65.59989701544531,1,1,3.0,0.02857142857142857,0.06666666666666667,1.0,0.0,0,3
flask,flask/testsuite/helpers.py,1096,0,16.0,3.0,-13.0,296,0,41.233265904342204,1,1,4.0,0.02766798418972332,0.029411764705882353,1.0,2.0,2,7
flask,flask/testsuite/regression.py,451,0,3.0,4.0,1.0,93,9,74.0356869976049,2,337,4.0,0.10144927536231885,0.08333333333333333,4.0,0.0,0,7
flask,flask/testsuite/reqctx.py,225,0,4.0,4.0,0.0,186,-2,50.51252580135434,2,4,4.0,0.012987012987012988,0.05,1.0,5.0,0,3
flask,flask/testsuite/signals.py,860,0,5.0,2.0,-3.0,104,0,72.83067656842482,1,1,2.0,0.0125,0.06666666666666667,3.0,0.0,2,2
flask,flask/testsuite/subclassing.py,225,0,2.0,2.0,0.0,47,0,87.62067424240057,3,624,2.0,0.02857142857142857,0.14285714285714285,2.0,0.0,0,3
flask,flask/testsuite/templating.py,1104,0,4.0,2.0,-2.0,142,0,57.80019734796323,1,1,2.0,0.008064516129032258,0.03571428571428571,1.0,0.0,1,3
flask,flask/testsuite/testing.py,912,0,8.0,8.0,0.0,243,-1,43.078630620181734,2,4,4.0,0.010362694300518135,0.03571428571428571,1.0,3.0,0,3
flask,flask/testsuite/views.py,452,0,2.0,2.0,0.0,170,52,60.791097217944355,1,408,3.0,0.015384615384615385,0.02564102564102564,2.0,0.0,0,3
flask,flask/views.py,1687,0,6.0,7.0,1.0,148,45,60.583973854015554,1,58,4.0,0.1724137931034483,0.5555555555555556,4.0,0.0,0,1
flask,flask/wrappers.py,1074,1,4.0,4.0,0.0,71,13,71.38076104429906,2,1,2.0,0.2,1.0,1.0,0.0,0,3
flask,scripts/flaskext_migrate.py,14,1,5.0,5.0,0.0,91,60,75.16114864259157,1,4,4.0,0.17567567567567569,0.8333333333333334,2.0,1.0,0,2
flask,scripts/make-release.py,1799,0,7.0,7.0,0.0,151,12,55.316085653964784,1,1,5.0,0.018518518518518517,0.0625,3.0,1.0,0,5
flask,scripts/test_import_migration.py,285,0,2.0,2.0,0.0,72,20,62.523453237719615,1,1,1.0,0.058823529411764705,0.0,0.0,0.0,0,3
flask,scripts/testproj/test.py,20,0,1.0,1.0,0.0,37,6,100.0,1,1,1.0,0.0,0.0,1.0,0.0,0,1
flask,setup.py,1049,1,1.0,1.0,0.0,80,0,100.0,1,33,1.0,0.0,0.5,0.0,0.0,0,4
flask,tests/__init__.py,1,0,10.0,4.0,-6.0,123,-131,70.37122263617313,1,1,4.0,0.05102040816326531,0.3125,6.0,1.0,15,8
flask,tests/conftest.py,112,0,2.0,2.0,0.0,128,22,70.72063477981256,1,1,3.0,0.029411764705882353,0.3125,2.0,0.0,0,7
flask,tests/test_config.py,1,1,3.0,3.0,0.0,385,0,36.78795647237565,1,1,4.0,0.008955223880597015,0.05,2.0,5.0,0,14
flask,tests/test_ext.py,112,0,10.0,11.0,1.0,140,3,51.060392030783916,1,1,3.0,0.07079646017699115,0.05263157894736842,1.0,2.0,0,7
flask,tests/test_regression.py,618,0,4.0,4.0,0.0,116,-1,65.98663190022036,1,1,4.0,0.08139534883720931,0.058823529411764705,4.0,0.0,0,8
flask,tests/test_reqctx.py,539,0,4.0,5.0,1.0,197,-5,43.6558063559184,1,1,4.0,0.012422360248447204,0.045454545454545456,1.0,4.0,0,5
flask,tests/test_signals.py,1,1,2.0,2.0,0.0,162,8,61.01500234113429,1,1,3.0,0.008,0.047619047619047616,3.0,1.0,0,4
flask,tests/test_testing.py,539,0,8.0,9.0,1.0,258,0,33.00679751850142,1,1,4.0,0.009708737864077669,0.03333333333333333,3.0,3.0,0,4
httpx,http3/client.py,30,0,11.0,11.0,0.0,861,24,33.51832092236187,1,3,4.0,0.017632241813602016,0.1282051282051282,10.0,0.0,6,10
httpx,http3/dispatch/http11.py,22,0,6.0,4.0,-2.0,187,61,63.22928501069612,1,7,4.0,0.07926829268292683,0.46153846153846156,5.0,3.0,3,7
httpx,http3/dispatch/http2.py,22,0,9.0,6.0,-3.0,175,29,51.502768122333656,1,3,4.0,0.026845637583892617,0.06666666666666667,5.0,0.0,3,8
httpx,http3/models.py,24,0,10.0,10.0,0.0,1146,18,0.0,1,5,6.0,0.017726798748696558,0.2764227642276423,5.0,2.0,29,14
httpx,httpcore/adapters/redirects.py,9,0,7.0,7.0,0.0,100,12,64.59984735743794,1,1,3.0,0.12658227848101267,0.1,3.0,0.0,0,8
httpx,httpcore/api.py,66,0,5.0,2.0,-3.0,68,-65,100.0,1,1,1.0,0.0,0.0,4.0,0.0,1,4
httpx,httpcore/client.py,14,1,3.0,3.0,0.0,125,0,61.31184451669788,1,2,2.0,0.0,0.0,5.0,0.0,1,6
httpx,httpcore/concurrency.py,27,0,5.0,5.0,0.0,170,21,59.806589467396904,1,1,3.0,0.0,0.1,5.0,4.0,2,6
httpx,httpcore/config.py,6,1,6.0,6.0,0.0,62,7,81.8774380170487,1,12,2.0,0.020833333333333332,0.42857142857142855,2.0,0.0,4,2
httpx,httpcore/connection.py,1,1,8.0,9.0,1.0,87,-20,55.119428347469636,1,1,3.0,0.0,0.0,5.0,0.0,3,9
httpx,httpcore/connection_pool.py,1,0,5.0,4.0,-1.0,150,17,55.55707742980706,1,1,3.0,0.0,0.058823529411764705,3.0,2.0,2,7
httpx,httpcore/connections.py,6,0,10.0,9.0,-1.0,124,-5,57.627799366770944,1,9,3.0,0.04950495049504951,0.0,3.0,2.0,1,7
httpx,httpcore/decoders.py,28,0,2.0,3.0,1.0,119,77,75.69281819555809,1,10,2.0,0.012048192771084338,0.2608695652173913,2.0,0.0,2,3
httpx,httpcore/dispatch/connection.py,40,0,6.0,6.0,0.0,94,0,54.09307139708487,1,1,3.0,0.012987012987012988,0.0,5.0,0.0,3,11
httpx,httpcore/dispatch/connection_pool.py,39,0,5.0,5.0,0.0,159,1,52.092924460129595,1,2,3.0,0.0,0.05555555555555555,3.0,3.0,0,9
httpx,httpcore/dispatch/http11.py,41,0,6.0,6.0,0.0,149,1,58.125431980319114,1,1,3.0,0.08403361344537816,0.0,4.0,1.0,2,7
httpx,httpcore/dispatch/http2.py,40,0,10.0,10.0,0.0,157,1,49.6279666806043,1,1,4.0,0.031496062992125984,0.0,4.0,0.0,2,8
httpx,httpcore/exceptions.py,22,0,1.0,1.0,0.0,49,6,100.0,1,20,0.0,0.0,0.8888888888888888,0.0,0.0,10,0
httpx,httpcore/http11.py,2,0,10.0,10.0,0.0,164,0,51.413540936021334,1,1,3.0,0.058823529411764705,0.0,5.0,3.0,2,6
httpx,httpcore/http2.py,1,1,8.0,9.0,1.0,149,-4,52.46640257185501,1,1,4.0,0.03225806451612903,0.0,6.0,1.0,2,6
httpx,httpcore/interfaces.py,39,0,2.0,2.0,0.0,94,26,100.0,1,2,1.0,0.0,0.23529411764705882,4.0,0.0,10,4
httpx,httpcore/pool.py,6,0,7.0,7.0,0.0,163,36,52.428490279820466,1,10,3.0,0.0070921985815602835,0.16666666666666666,4.0,2.0,1,9
httpx,httpcore/streams.py,5,0,5.0,5.0,0.0,163,47,58.09038042935719,1,1,3.0,0.0,0.038461538461538464,4.0,4.0,5,6
httpx,httpcore/sync.py,8,0,2.0,3.0,1.0,91,11,100.0,1,1,3.0,0.0,0.0,4.0,1.0,1,6
httpx,httpcore/utils.py,24,0,6.0,6.0,0.0,72,19,78.77462556184335,1,2,4.0,0.11864406779661017,0.8,1.0,2.0,3,3
httpx,httpx/__init__.py,1106,0,1.0,1.0,0.0,138,1,74.83852309549852,2,441,2.0,0.0,0.0,0.0,1.0,45,14
httpx,httpx/_api.py,1688,0,1.0,1.0,0.0,399,0,100.0,2,77,2.0,0.0,0.8,2.0,0.0,1,5
httpx,httpx/_auth.py,139,1,5.0,5.0,0.0,251,-5,54.188254013177676,2,77,3.0,0.015,0.22727272727272727,6.0,2.0,2,10
httpx,httpx/_client.py,1439,1,11.0,11.0,0.0,1465,-8,17.671724617364678,3,26,7.0,0.016654049962149888,0.27941176470588236,10.0,6.0,2,13
httpx,httpx/_config.py,113,1,13.0,13.0,0.0,367,9,46.5338465889043,3,70,5.0,0.032362459546925564,0.2916666666666667,3.0,2.0,16,8
httpx,httpx/_content.py,1312,0,8.0,8.0,0.0,208,41,60.10135123963305,1,189,5.0,0.06547619047619048,0.2631578947368421,5.0,0.0,1,8
httpx,httpx/_content_streams.py,184,1,9.0,9.0,0.0,348,1,46.761135819561225,2,46,6.0,0.010752688172043012,0.20754716981132076,4.0,0.0,7,10
httpx,httpx/_decoders.py,1585,0,13.0,13.0,0.0,293,2,48.63417362713268,3,174,7.0,0.05982905982905983,0.28125,2.0,9.0,1,6
httpx,httpx/_exceptions.py,96,1,3.0,3.0,0.0,169,-6,52.63431707487974,2,60,1.0,0.05504587155963303,0.9166666666666666,1.0,0.0,13,2
httpx,httpx/_main.py,62,1,12.0,12.0,0.0,443,4,41.36912894675117,1,1,6.0,0.0,0.06666666666666667,17.0,4.0,1,10
httpx,httpx/_models.py,58,1,10.0,10.0,0.0,1209,1,0.0,2,60,6.0,0.024606299212598427,0.3125,5.0,4.0,16,19
httpx,httpx/_multipart.py,293,1,6.0,6.0,0.0,201,0,49.973580146306844,2,188,4.0,0.03125,0.13636363636363635,4.0,2.0,1,6
httpx,httpx/_status_codes.py,1196,0,2.0,2.0,0.0,165,6,67.0525507410538,2,108,2.0,0.07913669064748201,0.07692307692307693,3.0,1.0,3,2
httpx,httpx/_transports/asgi.py,1611,0,9.0,9.0,0.0,174,0,65.33823300357083,3,9,5.0,0.0,0.1111111111111111,6.0,2.0,1,7
httpx,httpx/_transports/base.py,892,0,2.0,2.0,0.0,114,-16,100.0,1,172,1.0,0.0,0.09090909090909091,4.0,0.0,26,3
httpx,httpx/_transports/mock.py,1065,0,2.0,2.0,0.0,71,14,100.0,1,77,2.0,0.06557377049180328,0.0,6.0,0.0,0,4
httpx,httpx/_transports/urllib3.py,78,0,11.0,12.0,1.0,184,0,47.66534364691769,2,1,4.0,0.012195121951219513,0.0,6.0,1.0,2,10
httpx,httpx/_transports/wsgi.py,1363,0,12.0,12.0,0.0,152,0,72.63621872527521,3,9,3.0,0.015503875968992248,0.125,6.0,0.0,0,6
httpx,httpx/_types.py,1080,0,2.0,2.0,0.0,151,0,100.0,3,92,2.0,0.04878048780487805,0.3333333333333333,1.0,0.0,14,6
httpx,httpx/_urlparse.py,526,1,42.0,41.0,-1.0,440,4,46.8368747616097,2,36,5.0,0.2608695652173913,0.2857142857142857,3.0,4.0,1,5
httpx,httpx/_urls.py,1202,0,30.0,31.0,1.0,780,6,30.446019932367598,3,92,5.0,0.1271585557299843,0.5849056603773585,3.0,1.0,4,7
httpx,httpx/_utils.py,1679,0,11.0,11.0,0.0,404,34,42.31579765336483,1,73,4.0,0.051829268292682924,0.3235294117647059,4.0,6.0,13,18
httpx,httpx/api.py,142,0,1.0,1.0,0.0,288,-1,100.0,2,19,2.0,0.003703703703703704,0.0,2.0,0.0,3,4
httpx,httpx/client.py,16,1,11.0,11.0,0.0,953,57,29.28241505042194,3,3,5.0,0.015891032917139614,0.125,15.0,0.0,8,12
httpx,httpx/concurrency.py,2,0,7.0,7.0,0.0,275,0,52.379952398339256,3,22,4.0,0.0273972602739726,0.15151515151515152,5.0,5.0,16,8
httpx,httpx/concurrency/asyncio.py,122,0,7.0,7.0,0.0,274,-1,52.42368758001693,2,1,4.0,0.027522935779816515,0.15151515151515152,5.0,5.0,20,8
httpx,httpx/concurrency/auto.py,14,0,3.0,3.0,0.0,54,-6,61.22572025788324,2,3,3.0,0.0,0.0,5.0,0.0,1,5
httpx,httpx/concurrency/base.py,103,1,3.0,3.0,0.0,175,10,100.0,2,1,3.0,0.0,0.19444444444444445,5.0,3.0,6,4
httpx,httpx/concurrency/trio.py,71,0,8.0,8.0,0.0,277,21,43.8100515256223,2,18,3.0,0.07009345794392523,0.0,5.0,1.0,1,9
httpx,httpx/config.py,166,0,13.0,13.0,0.0,253,2,48.62735667373387,3,20,5.0,0.028037383177570093,0.3333333333333333,3.0,2.0,48,6
httpx,httpx/decoders.py,103,1,4.0,5.0,1.0,229,73,58.61153528207698,3,22,4.0,0.05649717514124294,0.2857142857142857,2.0,9.0,5,6
httpx,httpx/dispatch/asgi.py,141,0,6.0,5.0,-1.0,195,7,68.26908615039554,1,31,5.0,0.03048780487804878,0.42857142857142855,5.0,2.0,0,5
httpx,httpx/dispatch/base.py,35,0,2.0,2.0,0.0,61,-51,100.0,1,105,1.0,0.0,0.14285714285714285,5.0,0.0,13,4
httpx,httpx/dispatch/connection.py,108,1,5.0,6.0,1.0,124,12,51.81368406754336,2,24,3.0,0.018518518518518517,0.0,8.0,0.0,5,8
httpx,httpx/dispatch/connection_pool.py,141,0,5.0,5.0,0.0,165,-1,49.636422352272,3,23,3.0,0.0,0.0625,5.0,3.0,0,6
httpx,httpx/dispatch/http11.py,21,1,4.0,4.0,0.0,188,0,63.83229021625887,3,11,4.0,0.07975460122699386,0.42857142857142855,5.0,3.0,4,6
httpx,httpx/dispatch/http2.py,17,1,6.0,6.0,0.0,178,0,50.51109847536429,3,25,4.0,0.02666666666666667,0.0625,5.0,0.0,4,7
httpx,httpx/dispatch/proxy_http.py,78,0,7.0,7.0,0.0,254,2,57.27733474537749,2,34,3.0,0.06787330316742081,0.45454545454545453,5.0,0.0,0,12
httpx,httpx/dispatch/threaded.py,4,0,3.0,3.0,0.0,97,-2,100.0,1,1,2.0,0.025,0.25,5.0,0.0,0,3
httpx,httpx/dispatch/wsgi.py,141,0,8.0,8.0,0.0,166,11,67.6121656448135,1,31,3.0,0.0,0.07142857142857142,6.0,1.0,0,5
httpx,httpx/interfaces.py,7,0,3.0,3.0,0.0,231,0,100.0,3,18,3.0,0.0,0.13513513513513514,5.0,3.0,33,6
httpx,httpx/middleware.py,84,0,7.0,7.0,0.0,168,7,59.816277104607494,2,1,2.0,0.08396946564885496,0.23529411764705882,4.0,0.0,1,7
httpx,httpx/models.py,1,1,11.0,11.0,0.0,1170,1,0.0,3,4,6.0,0.017311608961303463,0.2764227642276423,5.0,3.0,43,15
httpx,httpx/multipart.py,58,0,5.0,5.0,0.0,122,0,49.74707623289764,3,83,4.0,0.0,0.0,3.0,0.0,2,7
httpx,httpx/utils.py,153,0,11.0,11.0,0.0,107,25,67.60814453439527,2,6,4.0,0.06976744186046512,0.5714285714285714,2.0,1.0,6,4
httpx,noxfile.py,94,0,1.0,1.0,0.0,41,-20,100.0,3,1,1.0,0.0,0.0,1.0,0.0,0,1
httpx,setup.py,1148,0,3.0,3.0,0.0,64,0,100.0,1,20,2.0,0.03773584905660377,0.75,1.0,0.0,0,3
httpx,tests/client/test_async_client.py,1713,0,6.0,6.0,0.0,135,21,34.55564970088432,2,3,4.0,0.0,0.0,1.0,0.0,0,2
httpx,tests/client/test_auth.py,92,1,3.0,3.0,0.0,72,-1,49.52809677527916,1,1,2.0,0.0,0.0,5.0,0.0,0,3
httpx,tests/client/test_event_hooks.py,1169,0,3.0,3.0,0.0,195,5,54.80846092469897,1,112,3.0,0.0,0.1111111111111111,1.0,2.0,0,2
httpx,tests/client/test_headers.py,1913,0,5.0,5.0,0.0,127,3,57.27753131162719,3,22,2.0,0.009259259259259259,0.14285714285714285,6.0,0.0,0,2
httpx,tests/client/test_properties.py,30,1,4.0,4.0,0.0,18,0,82.65332540602815,2,314,1.0,0.0,0.0,0.0,0.0,0,1
httpx,tests/client/test_proxies.py,466,1,5.0,6.0,1.0,119,89,51.235504179668396,1,9,2.0,0.0,0.0,3.0,0.0,0,2
httpx,tests/client/test_redirects.py,91,1,16.0,16.0,0.0,247,0,22.725504448541496,1,1,8.0,0.0,0.0,5.0,0.0,0,4
httpx,tests/concurrency.py,45,1,1.0,2.0,1.0,47,27,100.0,1,88,2.0,0.0,0.14285714285714285,2.0,0.0,19,5
httpx,tests/conftest.py,18,1,2.0,2.0,0.0,33,-2,62.43593414886833,1,10,3.0,0.0,0.0,3.0,0.0,0,3
httpx,tests/dispatch/test_connection_pools.py,230,0,9.0,9.0,0.0,134,7,60.4429724755475,1,42,1.0,0.0,0.8888888888888888,1.0,0.0,0,2
httpx,tests/dispatch/test_connections.py,259,0,3.0,3.0,0.0,31,10,57.47917560116283,2,13,1.0,0.0,0.0,1.0,0.0,0,2
httpx,tests/dispatch/test_http2.py,144,1,7.0,7.0,0.0,120,3,53.59681489925647,1,1,5.0,0.03260869565217391,0.07692307692307693,3.0,0.0,0,4
httpx,tests/dispatch/test_threaded.py,42,0,6.0,6.0,0.0,99,-2,60.471161338138785,2,37,4.0,0.0,0.2,5.0,0.0,0,2
httpx,tests/dispatch/utils.py,105,1,5.0,5.0,0.0,116,7,68.31823073804162,1,9,5.0,0.05434782608695652,0.3076923076923077,5.0,0.0,3,4
httpx,tests/models/test_cookies.py,1630,0,10.0,10.0,0.0,51,0,46.8944481410104,1,26,2.0,0.0,0.0,0.0,0.0,0,2
httpx,tests/models/test_headers.py,451,1,22.0,22.0,0.0,154,-1,53.47004842018477,2,8,1.0,0.0,0.5,0.0,0.0,0,1
httpx,tests/models/test_queryparams.py,1264,0,23.0,23.0,0.0,34,0,46.45393028456947,1,72,1.0,0.0,0.0,0.0,0.0,0,1
httpx,tests/models/test_requests.py,501,1,7.0,7.0,0.0,109,5,53.964448463802164,1,7,2.0,0.0,0.0,1.0,0.0,0,2
httpx,tests/models/test_responses.py,721,1,7.0,8.0,1.0,115,41,42.554154252816005,1,1,2.0,0.0,0.0,0.0,0.0,0,2
httpx,tests/test_api.py,2033,0,8.0,4.0,-4.0,44,-53,53.76943994231957,1,1,2.0,0.0,0.0,1.0,0.0,0,2
httpx,tests/test_asgi.py,1928,0,3.0,3.0,0.0,66,0,50.87931517042405,2,30,2.0,0.0,0.0,3.0,0.0,0,2
httpx,tests/test_client.py,7,0,4.0,4.0,0.0,53,0,50.44824188116947,1,1,2.0,0.0,0.0,1.0,0.0,0,2
httpx,tests/test_concurrency.py,39,1,6.0,6.0,0.0,39,7,81.00675469484526,3,7,2.0,0.0,0.5,1.0,0.0,0,3
httpx,tests/test_config.py,150,1,3.0,3.0,0.0,38,-21,56.678925381489385,1,7,1.0,0.0,0.0,0.0,0.0,0,1
httpx,tests/test_decoders.py,171,1,3.0,3.0,0.0,89,-1,43.151201682335305,1,43,2.0,0.0,0.0,1.0,0.0,0,4
